# fields
key,value
document_type,large-knowledge-graph
version,1.0.0
generated,true
benchmark_size_class,large
benchmark_profile,graph-relational

# table:nodes
id,kind,label,community,weight
NODE-00729,source-32,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00730,source-33,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00731,source-34,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00732,source-35,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00733,source-36,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00734,source-37,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00735,source-38,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00736,source-39,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00737,source-40,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00738,source-0,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00739,source-1,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00740,source-2,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00741,source-3,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00742,source-4,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00743,source-5,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00744,source-6,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00745,source-7,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00746,source-8,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00747,source-9,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00748,source-10,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00749,source-11,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00750,source-12,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00751,source-13,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00752,source-14,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00753,source-15,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00754,source-16,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00755,source-17,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00756,source-18,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00757,source-19,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00758,source-20,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00759,source-21,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00760,source-22,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00761,source-23,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00762,source-24,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00763,source-25,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00764,source-26,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00765,source-27,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00766,source-28,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00767,source-29,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00768,source-30,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00769,source-31,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00770,source-32,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00771,source-33,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00772,source-34,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00773,source-35,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00774,source-36,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00775,source-37,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00776,source-38,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00777,source-39,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00778,source-40,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00779,source-0,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00780,source-1,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00781,source-2,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00782,source-3,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00783,source-4,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00784,source-5,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00785,source-6,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00786,source-7,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00787,source-8,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00788,source-9,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00789,source-10,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00790,source-11,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00791,source-12,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00792,source-13,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00793,source-14,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00794,source-15,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00795,source-16,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00796,source-17,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00797,source-18,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00798,source-19,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00799,source-20,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00800,source-21,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00801,source-22,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00802,source-23,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00803,source-24,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00804,source-25,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00805,source-26,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00806,source-27,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00807,source-28,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00808,source-29,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00809,source-30,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00810,source-31,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00811,source-32,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00812,source-33,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00813,source-34,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00814,source-35,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00815,source-36,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00816,source-37,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00817,source-38,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00818,source-39,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00819,source-40,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00820,source-0,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00821,source-1,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00822,source-2,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00823,source-3,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00824,source-4,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00825,source-5,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00826,source-6,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00827,source-7,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00828,source-8,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00829,source-9,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00830,source-10,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00831,source-11,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00832,source-12,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00833,source-13,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00834,source-14,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00835,source-15,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00836,source-16,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00837,source-17,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00838,source-18,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00839,source-19,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00840,source-20,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00841,source-21,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00842,source-22,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00843,source-23,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00844,source-24,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00845,source-25,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00846,source-26,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00847,source-27,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00848,source-28,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00849,source-29,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00850,source-30,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00851,source-31,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00852,source-32,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00853,source-33,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00854,source-34,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00855,source-35,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00856,source-36,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00857,source-37,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00858,source-38,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00859,source-39,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00860,source-40,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00861,source-0,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00862,source-1,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00863,source-2,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00864,source-3,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00865,source-4,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00866,source-5,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00867,source-6,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00868,source-7,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00869,source-8,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00870,source-9,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00871,source-10,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00872,source-11,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00873,source-12,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00874,source-13,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00875,source-14,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00876,source-15,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00877,source-16,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00878,source-17,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00879,source-18,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00880,source-19,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00881,source-20,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00882,source-21,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00883,source-22,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00884,source-23,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00885,source-24,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00886,source-25,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00887,source-26,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00888,source-27,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00889,source-28,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00890,source-29,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00891,source-30,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00892,source-31,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00893,source-32,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00894,source-33,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00895,source-34,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00896,source-35,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00897,source-36,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00898,source-37,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00899,source-38,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00900,source-39,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00901,source-40,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00902,source-0,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00903,source-1,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00904,source-2,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00905,source-3,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00906,source-4,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00907,source-5,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00908,source-6,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00909,source-7,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00910,source-8,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00911,source-9,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00912,source-10,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00913,source-11,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00914,source-12,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00915,source-13,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00916,source-14,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00917,source-15,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00918,source-16,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00919,source-17,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00920,source-18,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00921,source-19,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00922,source-20,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00923,source-21,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00924,source-22,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00925,source-23,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00926,source-24,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00927,source-25,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00928,source-26,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00929,source-27,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00930,source-28,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00931,source-29,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00932,source-30,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00933,source-31,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00934,source-32,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00935,source-33,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00936,source-34,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00937,source-35,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00938,source-36,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00939,source-37,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00940,source-38,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00941,source-39,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00942,source-40,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00943,source-0,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00944,source-1,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00945,source-2,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00946,source-3,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00947,source-4,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00948,source-5,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00949,source-6,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00950,source-7,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00951,source-8,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00952,source-9,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00953,source-10,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00954,source-11,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00955,source-12,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00956,source-13,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00957,source-14,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00958,source-15,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00959,source-16,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00960,source-17,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00961,source-18,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00962,source-19,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00963,source-20,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00964,source-21,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00965,source-22,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00966,source-23,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00967,source-24,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00968,source-25,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00969,source-26,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00970,source-27,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00971,source-28,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00972,source-29,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00973,source-30,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00974,source-31,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00975,source-32,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00976,source-33,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00977,source-34,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00978,source-35,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00979,source-36,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00980,source-37,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00981,source-38,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00982,source-39,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00983,source-40,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00984,source-0,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00985,source-1,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00986,source-2,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00987,source-3,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00988,source-4,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00989,source-5,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00990,source-6,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00991,source-7,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00992,source-8,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00993,source-9,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00994,source-10,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00995,source-11,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00996,source-12,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00997,source-13,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00998,source-14,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-00999,source-15,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01000,source-16,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01001,source-17,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01002,source-18,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01003,source-19,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01004,source-20,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01005,source-21,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01006,source-22,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01007,source-23,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01008,source-24,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01009,source-25,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01010,source-26,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01011,source-27,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01012,source-28,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01013,source-29,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01014,source-30,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01015,source-31,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01016,source-32,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01017,source-33,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01018,source-34,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01019,source-35,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01020,source-36,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01021,source-37,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01022,source-38,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01023,source-39,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01024,source-40,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01025,source-0,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01026,source-1,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01027,source-2,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01028,source-3,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01029,source-4,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01030,source-5,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01031,source-6,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01032,source-7,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01033,source-8,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01034,source-9,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01035,source-10,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01036,source-11,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01037,source-12,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01038,source-13,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01039,source-14,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01040,source-15,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01041,source-16,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01042,source-17,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01043,source-18,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01044,source-19,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01045,source-20,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01046,source-21,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01047,source-22,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01048,source-23,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01049,source-24,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01050,source-25,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01051,source-26,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01052,source-27,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01053,source-28,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01054,source-29,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01055,source-30,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01056,source-31,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01057,source-32,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01058,source-33,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01059,source-34,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01060,source-35,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01061,source-36,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01062,source-37,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01063,source-38,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01064,source-39,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01065,source-40,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01066,source-0,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01067,source-1,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01068,source-2,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01069,source-3,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01070,source-4,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01071,source-5,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01072,source-6,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01073,source-7,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01074,source-8,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01075,source-9,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01076,source-10,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01077,source-11,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01078,source-12,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01079,source-13,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01080,source-14,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01081,source-15,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01082,source-16,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01083,source-17,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01084,source-18,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01085,source-19,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01086,source-20,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01087,source-21,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01088,source-22,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01089,source-23,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01090,source-24,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01091,source-25,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01092,source-26,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01093,source-27,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01094,source-28,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01095,source-29,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01096,source-30,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01097,source-31,high,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01098,source-32,low,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01099,source-33,medium,Synthetic annotation for graph-oriented benchmark coverage.
NODE-01100,source-34,high,Synthetic annotation for graph-oriented benchmark coverage.
